Champion,Role,Win Percent,Play Percent,Ban Rate,Kills,Deaths,Assists,Largest Killing Spree,Damage Dealt,Damage Taken,Total Healing,Minions Killed,Gold Earned
Lux,Support,0.517203513909224,0.03465722289761615,0.0010973095829589301,3.75,5.654099560761347,10.763543191800878,7,14342,11780,1138,39.44985358711567,8404
Orianna,Middle,0.4941348973607038,0.034606480257941746,0.0013023944183096357,5.479105571847508,5.208577712609971,9.11950146627566,6,19400,16551,1788,180.12463343108504,11414
Master Yi,Jungle,0.5074741280183979,0.03309688672762831,0.016501929277445954,7.606745879647375,6.334994250670755,4.641625143733231,7,15563,27074,11007,38.17247987734764,11301
Miss Fortune,ADC,0.4925373134328358,0.032297690152756485,0.0007547967651567207,6.810683424980361,5.969363707776905,7.932443047918303,6,20075,17652,2034,182.3974862529458,12092
Nocturne,Jungle,0.5099364069952306,0.031917120355198475,0.0036576986098631006,7.121621621621622,5.756359300476947,6.494038155802862,8,14753,27166,11679,37.13235294117647,11260
Camille,Top,0.5008058017727639,0.03148580791796606,0.0017696495586447486,6.371071716357776,5.903706688154714,5.765914585012087,7,18698,26048,3663,164.94480257856569,11487
Hecarim,Jungle,0.5129659643435981,0.03130820867910566,0.0014461652307204398,6.9858184764991895,5.254862236628849,7.786871961102107,7,15062,32356,13466,35.987844408427875,11092
Vi,Jungle,0.5098039215686274,0.031054495480733652,0.0006469686558486178,6.109477124183006,5.717320261437909,7.196486928104576,6,13491,22374,6548,31.41952614379085,10694
Sett,Top,0.4750415973377704,0.030496326444315238,0.012871716264073154,5.341930116472546,6.10981697171381,5.674708818635607,6,19198,28907,3469,158.71297836938436,11077
Volibear,Top,0.4920833333333333,0.030445583804640835,0.03420053914054654,5.5825,5.6175,6.33625,6,17855,27801,5227,153.97416666666666,10995
Wukong,Top,0.49559748427672956,0.03025529890586183,0.012873830540726255,5.79958071278826,5.628930817610063,5.895597484276729,6,16846,24262,4250,168.5740041928721,11476
Shaco,Jungle,0.5130252100840336,0.03019187060626883,0.005776203816269359,7.6873949579831935,5.376470588235295,7.374369747899159,9,15518,22911,6711,32.56680672268907,10944
Kassadin,Middle,0.5065373260227752,0.030077699667001426,0.03233997568581849,7.999578237030788,5.418810628426824,5.3285533530156055,8,20350,25236,7672,169.77098270771828,11761
Zoe,Middle,0.4809966216216216,0.030039642687245623,0.006264601723135472,6.700168918918919,5.505912162162162,7.211993243243243,6,21691,17834,3907,155.4222972972973,10954
Shen,Top,0.5124630333755809,0.030026957027327023,0.00109096675299963,4.35234474017744,4.901140684410646,9.705534431770173,5,14858,24647,2860,147.46345585128856,10223
LeBlanc,Middle,0.46956151553852704,0.02979861514879222,0.01126486600771711,7.35291613452533,4.998722860791826,6.556406981694338,6,19364,20441,4437,145.41038739889314,10879
Twitch,ADC,0.5139664804469274,0.02951953063058301,0.0011226809027961309,8.64245810055866,6.477868500214869,7.322303394929094,9,22210,19944,2223,167.88440051568543,12510
Renekton,Top,0.4627775359164127,0.029138960833024998,0.010011099952428775,5.219416630387462,5.898127993034393,5.378754897692643,7,17002,30584,7401,180.32825424466697,11551
Jarvan IV,Jungle,0.4808362369337979,0.0291262751731064,0.0005645118663777155,4.743466898954704,5.3323170731707314,11.615418118466899,7,10959,26328,8182,30.179442508710803,10158
Alistar,Support,0.5154819014391626,0.0290882181933506,0.0006300544426238173,1.8416921064108156,5.453990405582207,12.348887919755779,3,7184,19597,8323,29.873964238988226,7190
Evelynn,Jungle,0.5078740157480315,0.028999418573920396,0.012108462392304033,8.125984251968504,5.304024496937883,6.556867891513561,6,18038,22800,8517,19.034120734908136,10870
Jax,Top,0.5004389815627743,0.028897933294571593,0.009338759976742958,6.080333625987708,6.244951712028095,4.451273046532045,7,17808,25426,4779,170.16022827041263,11753
Fizz,Middle,0.5130242825607064,0.02873301971562979,0.013770283841640679,8.437969094922737,5.7298013245033115,6.004415011037527,10,18741,21833,3789,155.9598233995585,11637
Shyvana,Jungle,0.5140229885057471,0.027591310322955757,0.0017569638987261482,6.1466666666666665,4.841379310344828,6.570114942528735,8,17994,28982,11184,44.463908045977014,11201
Malphite,Top,0.5235211923614346,0.02723611184523495,0.004205296263016016,4.714485328365161,5.0265486725663715,7.945039590125757,5,17742,19534,2183,151.74476013041453,10395
Karthus,Jungle,0.5100514258999532,0.027134626565886145,0.007120883767640996,7.594670406732118,6.036465638148668,8.179990649836371,7,23704,25678,10485,44.32678821879383,11757
Katarina,Middle,0.4901129943502825,0.02694434166710714,0.009414873936254559,9.50894538606403,6.6403013182674195,6.2886064030131825,8,21039,24459,7141,154.09510357815444,11932
Aatrox,Top,0.4493163602074493,0.026906284687351338,0.005237063269728844,4.97029702970297,5.643092880716643,5.757190004714757,6,17670,30281,11752,160.51673738802452,10719
Olaf,Jungle,0.5028328611898017,0.026868227707595536,0.006393572598974576,6.613786591123701,5.364494806421152,6.328139754485363,6,15121,28961,10861,35.05099150141643,10865
Riven,Top,0.49641662685140947,0.02655108620963053,0.0015793646598657434,6.342570473005256,5.735785953177258,4.911610129001433,7,16431,22814,4335,174.7367415193502,11660
Fiora,Top,0.504538939321548,0.02655108620963053,0.010262698874147682,5.915432393693263,6.123268036311514,4.420926899187768,6,18395,28357,8390,181.36359292881033,11973
Draven,ADC,0.5021645021645021,0.026373486970770122,0.006205401976848671,7.226070226070226,6.436267436267436,6.762385762385763,7,20835,19701,1964,179.27417027417027,12958
Ekko,Middle,0.5002418964683115,0.02622125905174692,0.02586183202071991,7.343976777939042,5.695210449927431,6.228834059022739,8,19842,26678,8271,164.84228350266085,11582
Syndra,Middle,0.48420533070088845,0.025701146995084304,0.005234948993075744,6.601184600197433,5.820335636722606,6.75715695952616,7,21486,17435,2397,177.67522211253703,11534
Rek'Sai,Jungle,0.522794846382557,0.0255996617157355,0.004224324752893916,6.683349851337958,5.064420218037661,6.930128840436075,7,12639,26085,11796,22.765609514370663,10288
Xayah,ADC,0.47690763052208834,0.025269834557851895,0.0003425128178022094,6.744979919678715,5.902610441767068,7.247991967871486,7,19763,18283,2351,183.18775100401606,12234
Irelia,Top,0.43890020366598775,0.024914636080131083,0.007827052169776414,6.437881873727088,6.816191446028514,4.659368635437882,8,17944,27475,6706,199.92922606924643,12199
Galio,Middle,0.5185378590078329,0.024293038744119668,0.0034208996247158943,5.145691906005222,5.29242819843342,10.014621409921672,6,17357,21852,2101,154.56501305483027,10451
Warwick,Jungle,0.5117739403453689,0.024242296104445265,0.0016068502563560442,6.681841967556253,5.90633176347462,7.452119309262167,6,12742,32940,16356,33.132391418105705,10730
Rakan,Support,0.4942226890756303,0.024153496485015063,0.0002981130080871082,1.5892857142857142,4.883928571428571,13.229516806722689,3,6259,14471,3969,29.609768907563026,7256
Diana,Middle,0.48627243928194297,0.02402663988582906,0.008226650457212326,7.284582893347413,6.563357972544878,6.286166842661035,8,20873,22120,3925,161.9883843717001,11714
Ahri,Middle,0.5169851380042463,0.023899783286643057,0.0014377081241080396,6.512738853503185,5.433651804670913,7.6963906581740975,6,20225,18645,3613,161.33545647558387,11114
Kalista,ADC,0.48914223669923995,0.02336698557006184,0.0023806755113906656,7.365363735070575,6.1172638436482085,7.04614549402823,6,18465,20149,4371,184.02225841476655,12346
Vladimir,Middle,0.5149833518312985,0.022859559173317827,0.015516676357101326,6.714206437291898,5.405105438401776,6.026637069922309,6,22832,28767,23110,185.05493895671475,11766
Sylas,Middle,0.48523676880222844,0.022770759553887625,0.010865267720281199,7.20891364902507,6.554317548746518,6.856824512534819,9,19953,29475,9129,142.01114206128133,10897
Tristana,ADC,0.4767171129220023,0.0217939637401554,0.0006533114858079179,7.7363213038416765,6.0465657741559955,6.604190919674039,7,19083,18970,2682,167.8882421420256,12255
Ornn,Top,0.5096887844979449,0.021603678841376393,0.0017379354088482477,3.6911332941867294,4.903112155020552,8.616559013505578,4,16546,26614,3414,160.91015854374632,10241
Teemo,Top,0.5171394799054374,0.021464136582271788,0.00399598287435911,5.465130023640662,6.180260047281324,5.576832151300237,6,24450,20929,3886,170.2724586288416,11510
Sett,Jungle,0.49970326409495547,0.021375336962841586,0.012871716264073154,5.003560830860534,5.374480712166172,8.06646884272997,7,14351,29656,7009,54.92640949554896,10132
Brand,Support,0.5336134453781513,0.02113430942438818,0.0026407315397219727,4.854141656662665,6.972989195678271,8.851740696278512,6,18824,16980,1875,32.95558223289316,8867
Akali,Middle,0.4584837545126354,0.021083566784713778,0.005708546963370157,7.956678700361011,6.173886883273165,5.490974729241877,7,19309,24698,7121,154.17208182912154,11154
Trundle,Jungle,0.48615384615384616,0.020614197367725566,0.0010444526666314286,4.272615384615385,4.428307692307692,8.809846153846154,5,10371,31406,15685,31.301538461538463,9819
Zyra,Support,0.5194564546016059,0.020538083408213965,0.0012453089486759343,3.48733786287832,6.1747992588017295,9.98270537368746,5,17371,14833,1539,36.49845583693638,8637
Rengar,Jungle,0.5133956386292835,0.020360484169353557,0.005156720756911042,7.933956386292835,6.012461059190031,5.603738317757009,8,16421,27887,10623,37.91339563862928,11330
Sylas,Jungle,0.4516740366392925,0.02008139965114435,0.010865267720281199,6.437144662034113,5.8774478837650035,6.759317751105496,6,15690,32605,14767,33.85217940619078,10053
Maokai,Top,0.5315487571701721,0.019903800412283946,0.0009112532374861251,3.304652644996813,4.961759082217974,9.239643084767367,4,17151,30600,10949,150.07265774378584,9856
Nasus,Top,0.517219387755102,0.019891114752365345,0.0032200433426713884,5.2251275510204085,5.329081632653061,5.528698979591836,6,18197,33084,1760,172.3029336734694,11573
Braum,Support,0.4689119170984456,0.019586658914318936,0.0006046831227866167,1.435880829015544,5.2817357512953365,13.271373056994818,3,6674,18010,2422,29.757124352331605,7203
Zilean,Support,0.5272373540856031,0.019561287594481738,0.0010740525397748295,2.1108949416342413,4.721141374837873,11.702983138780803,4,9668,14064,5377,38.60246433203632,7635
Sejuani,Jungle,0.4970684039087948,0.019472487975051533,0.0004038268407421111,4.289250814332248,4.747882736156352,10.53485342019544,6,12343,31957,7935,36.682736156351794,10334
Kindred,Jungle,0.4801587301587302,0.019180717796923725,0.0006638828690734182,6.356481481481482,5.882275132275132,6.766534391534392,7,15593,24977,12698,33.145502645502646,10580
Lux,Middle,0.5013262599469496,0.019129975157249325,0.0010973095829589301,6.230106100795756,5.226127320954907,9.148541114058355,7,21177,14163,1138,159.7579575596817,11041
Varus,ADC,0.45625841184387617,0.018850890639040118,0.0037634124425181036,6.016150740242261,5.892328398384926,7.958277254374159,6,19172,16439,2272,176.9293405114401,11535
Sona,Support,0.5152957171991842,0.018660605740261113,0.00016279930228870447,2.3813732154996603,5.639700883752549,12.584636301835486,4,9950,13629,10464,17.000679809653295,7639
Kog'Maw,ADC,0.5031271716469771,0.0182546646228659,0.0009514244938950262,7.509381514940931,6.37595552466991,6.930507296733843,7,24723,19039,2826,178.51494093120223,12307
Gangplank,Top,0.4790595150624541,0.017265183149215074,0.001632221576193245,4.9243203526818515,5.315209404849376,7.254224834680382,6,20790,24311,6876,193.23071271124172,12549
Cassiopeia,Middle,0.5029455081001473,0.017227126169459272,0.006480257941751678,6.703976435935199,6.052282768777614,6.019882179675994,7,20503,23371,7931,178.18483063328424,11747
Talon,Middle,0.5244807121661721,0.01710026957027327,0.004294095882446218,8.840504451038576,6.4792284866468846,6.144658753709199,8,20872,24396,4890,164.87982195845697,12297
Urgot,Top,0.5059701492537313,0.016998784290924468,0.001921877477667953,6.6716417910447765,5.762686567164179,5.200746268656716,6,18897,24051,4158,172.8873134328358,11912
Sivir,ADC,0.5037593984962406,0.016871927691738463,0.00015645647232940432,6.065413533834587,5.401503759398496,8.710526315789474,6,20155,17647,2307,198.2812030075188,12294
Wukong,Jungle,0.5118411000763942,0.016605528833447857,0.012873830540726255,6.357524828113063,5.354469060351414,7.050420168067227,6,14215,25527,7973,54.15584415584416,10930
Amumu,Jungle,0.5153846153846153,0.016491357894180454,0.0004207410539669116,4.661538461538462,5.686923076923077,9.724615384615385,7,13315,26805,7615,31.35,10170
Vladimir,Top,0.49459876543209874,0.01644061525450605,0.015516676357101326,5.229938271604938,5.378858024691358,5.525462962962963,6,21352,28199,22591,186.1435185185185,11317
Gnar,Top,0.4937402190923318,0.016212273375971246,0.0008245678947090227,5.183098591549296,5.540688575899844,6.658059467918623,7,19507,26864,3914,165.39984350547732,11236
Ashe,Support,0.565251572327044,0.01613615941645964,0.005154606480257942,3.286949685534591,3.3742138364779874,4.647012578616352,7,8159,8157,861,99.47248427672956,6769
Tryndamere,Top,0.4755520504731861,0.016085416776785242,0.004509752101062424,6.028391167192429,5.856466876971608,4.019716088328075,6,17927,31800,9132,191.78312302839117,12723
Nunu & Willump,Middle,0.46294820717131474,0.015920503197843435,0.010226756171044982,7.004780876494024,6.910756972111554,10.300398406374502,6,17671,30671,12541,129.0239043824701,10619
Swain,Support,0.4878246753246753,0.015628733019715627,0.0009641101538136266,4.234577922077922,6.098214285714286,10.094155844155845,6,15656,22068,6133,36.41152597402598,8327
Xerath,Support,0.5129310344827587,0.014715365505576403,0.001059252603203129,4.082758620689655,5.403448275862069,9.079310344827586,5,17272,12259,895,45.61379310344827,8424
Pantheon,Support,0.5129310344827587,0.014715365505576403,0.007046884084782494,4.453448275862069,5.729310344827586,7.845689655172414,6,10924,16329,1861,54.06896551724138,7949
